1869.292,-0.71,-0.62,-0.66,-0.7
1869.375,-0.66,-0.85,-0.75,-0.67
1869.458,-0.77,-0.47,-0.62,-0.79
1869.542,-0.27,-1.13,-0.7,-0.32
1869.625,-0.28,-0.31,-0.29,-0.33
1869.708,-0.41,-0.41,-0.41,-0.44
1869.792,-1.85,-0.79,-1.32,-1.78
1869.875,-1.36,-0.4,-0.88,-1.33
1869.958,-0.82,-0.25,-0.54,-0.8
1870.042,0.09,-0.23,-0.07,0.04
1870.125,-1.68,0.08,-0.8,-1.63
1870.208,-1.95,-0.79,-1.37,-1.87
1870.292,-0.61,-0.74,-0.68,-0.61
1870.375,0.08,-0.79,-0.35,0.01
1870.458,-0.09,0.15,0.03,-0.15
1870.542,0.21,-0.75,-0.27,0.13
1870.625,-0.82,-1.3,-1.06,-0.81
1870.708,-0.67,-0.4,-0.53,-0.67
1870.792,-1.08,-0.02,-0.55,-1.06
1870.875,-0.31,-0.66,-0.48,-0.35
1870.958,-2.73,-0.75,-1.74,-2.57
1871.042,-1.43,-0.58,-1.01,-1.38
1871.125,-1.75,-0.66,-1.21,-1.69
1871.208,0.04,-1.01,-0.48,0.01
1871.292,-0.41,-0.79,-0.6,-0.43
1871.375,-0.99,-0.35,-0.67,-0.97
1871.458,-0.65,-0.44,-0.54,-0.68
1871.542,-0.19,-0.34,-0.26,-0.24
1871.625,-0.16,-0.15,-0.15,-0.21
1871.708,-1.02,-0.62,-0.82,-1.01
1871.792,-1.02,-1.1,-1.06,-1.01
1871.875,-2.03,-0.88,-1.45,-1.96
1871.958,-2.23,-0.13,-1.18,-2.14
1872.042,-0.61,0.15,-0.23,-0.61
1872.125,-0.81,-0.41,-0.61,-0.82
1872.208,-1.13,-0.33,-0.73,-1.13
1872.292,-0.21,-0.75,-0.48,-0.26
1872.375,-0.04,-0.81,-0.42,-0.11
1872.458,-0.3,-0.22,-0.26,-0.34
1872.542,-0.26,-0.53,-0.39,-0.29
1872.625,-0.37,-1.43,-0.9,-0.41
1872.708,-0.56,-0.19,-0.37,-0.58
1872.792,-0.65,-0.24,-0.45,-0.67
1872.875,-1.37,0.06,-0.66,-1.34
1872.958,-1.3,-0.4,-0.85,-1.29
1873.042,-0.2,-0.7,-0.45,-0.24
1873.125,-1.17,-0.83,-1,-1.16
1873.208,-0.82,-0.84,-0.83,-0.84
1873.292,-1.64,-0.76,-1.2,-1.59
1873.375,-1.34,0.08,-0.63,-1.31
1873.458,-0.3,0.6,0.15,-0.34
1873.542,-0.17,-1,-0.58,-0.23
1873.625,-0.28,-0.09,-0.19,-0.34
1873.708,-1.06,0.07,-0.49,-1.05
1873.792,-1.24,0.03,-0.6,-1.22
1873.875,-1.21,-0.99,-1.1,-1.19
1873.958,-0.48,0,-0.24,-0.5
1874.042,0.3,-0.66,-0.18,0.25
1874.125,-0.77,-1.2,-0.98,-0.77
1874.208,-1.56,-1.06,-1.31,-1.51
1874.292,-1.22,-0.29,-0.76,-1.2
1874.375,-1.06,-1.31,-1.18,-1.05
1874.458,-0.32,-0.92,-0.62,-0.37
1874.542,-0.21,-0.93,-0.57,-0.26
1874.625,-0.59,-0.47,-0.53,-0.63
1874.708,-0.33,-0.7,-0.51,-0.37
1874.792,-0.51,-0.79,-0.65,-0.54
1874.875,-1.36,-1.06,-1.21,-1.34
1874.958,-0.87,-0.28,-0.58,-0.88
1875.042,-2.15,-0.36,-1.26,-2.06
1875.125,-2.69,-0.37,-1.53,-2.59
1875.208,-2.49,-0.72,-1.6,-2.39
1875.292,-1.77,-0.23,-1,-1.7
1875.375,-0.39,-0.69,-0.54,-0.42
1875.458,-0.17,-0.92,-0.54,-0.23
1875.542,-0.53,-0.63,-0.58,-0.57
1875.625,-0.65,-0.61,-0.63,-0.67
1875.708,-1.11,-0.55,-0.83,-1.09
1875.792,-1.42,-0.56,-0.99,-1.39
1875.875,-1.88,-0.65,-1.26,-1.82
1875.958,-1.23,-0.51,-0.87,-1.19
1876.042,-0.47,-0.4,-0.43,-0.49
1876.125,-0.45,-0.27,-0.36,-0.47
1876.208,-1.34,0.17,-0.59,-1.3
1876.292,-0.76,-0.29,-0.52,-0.75
1876.375,-1.35,-0.07,-0.71,-1.31
1876.458,-0.15,-0.75,-0.45,-0.21
1876.542,-0.16,-0.09,-0.12,-0.2
1876.625,-0.31,-0.81,-0.56,-0.35
1876.708,-0.76,0.06,-0.35,-0.77
1876.792,-1.02,-0.25,-0.63,-1
1876.875,-1.97,-0.83,-1.4,-1.89
1876.958,-2.36,-0.36,-1.36,-2.25
1877.042,-0.68,-0.06,-0.37,-0.67
1877.125,-0.37,0.04,-0.17,-0.38
1877.208,-1.5,0.03,-0.73,-1.46
1877.292,-1.44,-0.21,-0.83,-1.38
1877.375,-1.38,-0.94,-1.16,-1.33
1877.458,-0.32,-0.37,-0.35,-0.36
1877.542,-0.22,0.31,0.04,-0.28
1877.625,-0.19,0.17,-0.01,-0.25
1877.708,-0.76,-0.45,-0.6,-0.77
1877.792,-1.21,-0.07,-0.64,-1.18
1877.875,-0.38,-0.12,-0.25,-0.4
1877.958,0.16,-0.46,-0.15,0.11
1878.042,-0.7,-0.21,-0.46,-0.68
1878.125,0.46,-0.61,-0.07,0.39
1878.208,0.45,0.16,0.3,0.37
1878.292,0.19,0.1,0.15,0.12
1878.375,-0.74,-0.8,-0.77,-0.74
1878.458,-0.02,-0.97,-0.49,-0.11
1878.542,-0.27,-0.24,-0.25,-0.31
1878.625,-0.14,-0.42,-0.28,-0.19
1878.708,-0.26,0.34,0.04,-0.31
1878.792,-0.29,0.09,-0.1,-0.33
1878.875,-0.51,0.13,-0.19,-0.53
1878.958,-1.62,-0.47,-1.04,-1.55
1879.042,-0.9,-0.51,-0.7,-0.9
1879.125,-0.67,-0.82,-0.75,-0.68
1879.208,-0.61,-0.81,-0.71,-0.62
1879.292,-0.78,-0.82,-0.8,-0.78
1879.375,-0.63,-1.08,-0.86,-0.65
1879.458,-0.72,-1.03,-0.87,-0.71
1879.542,-0.6,-0.55,-0.58,-0.61
1879.625,-0.64,-0.59,-0.61,-0.65
1879.708,-0.84,-0.22,-0.53,-0.83
1879.792,-0.4,-0.66,-0.53,-0.41
1879.875,-1.61,-0.37,-0.99,-1.55
1879.958,-1.92,-0.63,-1.28,-1.84
1880.042,0.12,-0.34,-0.11,0.07
1880.125,-0.74,-0.18,-0.46,-0.73
1880.208,-0.93,-0.35,-0.64,-0.94
1880.292,-0.61,-0.44,-0.53,-0.63
1880.375,-0.36,-0.48,-0.42,-0.38
1880.458,-0.59,-0.02,-0.3,-0.6
1880.542,-0.57,-0.33,-0.45,-0.58
1880.625,-0.49,0.45,-0.02,-0.51
1880.708,-0.6,-0.26,-0.43,-0.61
1880.792,-1.45,-0.95,-1.2,-1.4
1880.875,-2.25,-0.07,-1.16,-2.14
1880.958,-1.42,0.16,-0.63,-1.38
1881.042,-1.9,-0.98,-1.44,-1.83
1881.125,-1.22,-0.4,-0.81,-1.19
1881.208,-1.41,-0.45,-0.93,-1.37
1881.292,-0.93,-0.48,-0.7,-0.94
1881.375,-0.33,-0.26,-0.29,-0.36
1881.458,-0.76,-1.04,-0.9,-0.78
1881.542,-0.31,-1.02,-0.66,-0.35
1881.625,-0.36,-0.51,-0.44,-0.4
1881.708,-0.59,0,-0.3,-0.61
1881.792,-1.18,-0.46,-0.82,-1.17
1881.875,-1.15,-0.51,-0.83,-1.14
1881.958,-0.34,0.36,0.01,-0.36
1882.042,0.64,0.07,0.36,0.54
1882.125,0.03,-0.4,-0.18,-0.02
1882.208,-0.01,-0.09,-0.05,-0.07
1882.292,-1.01,-0.65,-0.83,-1.01
1882.375,-1.15,-0.72,-0.94,-1.14
