"98","------","-",,"G",114509626,"G",1227571160,"G",4855545239,7433465,,"G",7034620,"G",57812441,"G",282652485,4061137,,"G",9286873,"G",75258691,"G",312474720,1402819,,"G",12777634,"G",107344337,"G",441590219,948601,,"G",19203453,"G",172784950,"G",696597099,638496,,"G",14691489,"G",144520084,"G",570369232,213820,,"G",17953743,"G",194893032,"G",758197562,120614,,"G",10295664,"G",130603244,"G",494490155,29922,,"G",7769930,"G",110421941,"G",414309132,11383,,"G",15496220,"G",233932440,"G",884864635,6673
"98","------","C",,"G",53587392,"G",690810616,"G",2626970403,2318252,,"G",1811359,"G",21100099,"G",99298637,991113,,"G",3286823,"G",31436371,"G",127180691,491448,,"G",5039178,"G",49422952,"G",198371295,372109,,"G",8104471,"G",86589459,"G",339827999,268706,,"G",6987273,"G",79332361,"G",305232888,100480,,"G",9891308,"G",119904155,"G",455036128,66097,,"G",6325706,"G",88295202,"G",328195470,18138,,"G",4671551,"G",75168152,"G",274584326,6871,,"G",7469723,"G",139561865,"G",499242969,3290
"98","------","Z",,"G",27932346,"G",229459755,"G",991939118,2798794,,"G",2758340,"G",21975428,"G",113165676,1650837,,"G",3381081,"G",26868722,"G",116382874,511101,,"G",4517457,"G",35389043,"G",152106891,335869,,"G",6309445,"G",49750013,"G",211869481,210935,,"G",4010207,"G",33979415,"G",143067658,59291,,"G",3612763,"G",32312051,"G",135080496,24807,,"G",1419594,"G",13273216,"G",54518410,4245,,"G",819391,"G",6791675,"G",27479770,1230,,"G",1104068,"G",9120192,"G",38267862,479
"98","------","S",,"G",4802391,"G",35046107,"G",136908223,987858,,"H",1259468,"G",6195537,"G",27936374,766711,,"G",898565,"G",4721952,"G",19266396,140757,,"G",680249,"G",3764603,"G",15142973,52998,,"G",554542,"G",3565225,"G",13778042,19017,,"G",340978,"G",2679808,"G",10071639,5141,,"G",330891,"G",3885068,"G",13976034,2223,,"G",191731,"G",2856668,"G",10170742,568,,"H",194031,"G",3089617,"G",10774607,293,,"G",351936,"G",4287629,"G",15791416,150
"98","------","P",,"G",11496090,"G",116134700,"G",457167617,748178,,"G",671870,"G",5174956,"G",27217862,390920,,"G",897108,"G",7036958,"G",28416271,135534,,"G",1364061,"G",10881199,"G",43699414,100508,,"G",2353591,"G",19281190,"G",75640678,77895,,"G",1797715,"G",16509338,"G",62955083,26358,,"G",1888283,"G",20823078,"G",80893872,12754,,"G",947850,"G",13240941,"G",48780685,2832,,"G",638461,"G",9919253,"G",38456891,927,,"G",937151,"G",13267787,"G",51106861,450
"98","------","N",,"G",14979837,"G",134603656,"G",556308420,557666,,"G",517865,"G",3193918,"G",14264999,253901,,"G",788211,"G",4880982,"G",19930684,118758,,"G",1126684,"G",7397770,"G",30291425,83344,,"G",1800874,"G",12852601,"G",52674032,59292,,"G",1480751,"G",11271328,"G",46281893,21466,,"G",2050255,"G",16212165,"G",66242325,13559,,"G",1249709,"G",11130010,"G",45464743,3681,,"G",1206237,"G",12209188,"G",50298602,1721,,"G",4759251,"G",55455694,"G",230859717,1944
"98","------","G",,"G",1158744,"G",14755058,"G",60438261,3356,,"H",1916,"G",13415,"G",59700,712,,"G",5427,"G",30814,"G",124763,821,,"G",2923,"G",15211,"G",61677,229,,"G",3818,"G",28731,"G",117873,116,,"G",10857,"G",93111,"G",379302,143,,"G",80822,"G",732795,"G",3023745,483,,"G",106691,"G",1096766,"G",4490220,302,,"G",171359,"G",2126778,"G",8698484,240,,"G",774931,"G",10617437,"G",43482497,310
"98","------","O",,"G",552826,"G",6761268,"G",25813197,19361,,"G",13802,"G",159088,"G",709237,6943,,"G",29658,"G",282892,"G",1173041,4400,,"G",47082,"G",473559,"G",1916544,3544,,"H",76712,"G",717731,"G",2688994,2535,,"H",63708,"H",654723,"G",2380769,941,,"H",99421,"H",1023720,"H",3944962,691,,"G",54383,"G",710441,"G",2869885,156,,"G",68900,"H",1117278,"G",4016452,101,,"G",99160,"G",1621836,"G",6113313,50
"98","11----","-",,"G",153829,"G",1167043,"G",5121795,21679,,"H",23041,"G",150732,"G",797464,14903,,"G",24265,"G",182585,"G",795356,3693,,"G",23784,"G",198490,"G",838408,1802,,"G",24992,"G",214786,"G",910881,852,,"G",17552,"G",143269,"G",622201,256,,"G",19810,"G",147952,"G",614595,136,,"G",9166,"G",72151,"G",322445,26,,"G",4079,"G",20651,"G",78085,7,,"H",7140,"G",36427,"G",142360,4
"98","11----","C",,"G",48379,"G",429843,"G",1835613,4376,,"G",4106,"G",37123,"G",184478,2414,,"G",6106,"G",55546,"G",236277,918,,"G",7634,"G",73218,"G",292698,573,,"G",8539,"G",86897,"G",357145,290,,"G",8145,"G",76784,"G",334130,119,,"G",7182,"G",57903,"G",245822,50,,"H",3452,"H",28915,"H",137491,9,"G","D",0,"D",0,"D",0,2,"G","D",0,"D",0,"D",0,1
"98","11----","Z",,"G",60030,"G",429280,"G",1961146,9026,,"H",9285,"G",60763,"G",344502,6315,,"G",10362,"G",74960,"G",335797,1556,,"G",9284,"G",74612,"G",325331,704,,"G",9609,"G",78001,"G",337936,322,,"G",4906,"G",35486,"G",168454,70,,"G",6298,"G",41711,"H",183059,43,,"G",3417,"G",24976,"G",108728,10,,"G",1774,"G",13048,"G",56266,3,,"G",5095,"G",25723,"G",101073,3
"98","11----","S",,"G",16253,"G",86854,"G",382679,4914,,"H",6047,"G",29853,"G",144245,4003,,"G",4055,"G",23920,"G",99995,632,,"G",2567,"G",14183,"G",61329,200,,"H",1529,"G",9057,"G",40150,59,,"G",714,"G",4039,"H",12353,10,,"H",1341,"G",5802,"G",24607,10,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
"98","11----","P",,"G",19342,"G",144809,"G",611343,2749,,"H",3077,"G",19215,"G",105352,1897,,"G",2851,"G",20665,"G",87966,452,,"G",3065,"G",26295,"G",110839,231,,"G",3260,"G",26253,"G",112268,112,,"G",2484,"G",17609,"G",67893,38,,"G",2303,"G",21473,"G",75553,14,,"G",1167,"G",8449,"G",35938,3,"G","D",0,"D",0,"D",0,2,,"G",0,"G",0,"G",0,0
"98","11----","N",,"G",4273,"G",33130,"G",141655,345,,"H",376,"G",2278,"G",11445,196,,"G",463,"G",3049,"G",13422,71,,"G",511,"G",3826,"G",16026,38,,"G",793,"G",5519,"G",24488,26,,"G",338,"H",1712,"H",7487,5,"F","D",0,"D",0,"D",0,5,,"H",1130,"H",9811,"H",40288,4,,"G",0,"G",0,"G",0,0,,"G",0,"G",0,"G",0,0
